sample_idx,label_idx,character,seq_length,feature_mean,feature_std,feature_min,feature_max
1326,3,d,6,-1.7289485,15.807754,-218.12439,117.79785
1327,36,SPACE,2,-1.4994695,25.205893,-248.91663,180.66406
1328,18,s,6,2.2625675,18.076597,-120.0943,113.65509
1329,0,a,10,0.020051187,24.037535,-245.84961,128.4256
1330,12,m,7,-1.4378395,17.729774,-249.47357,125.0
1331,4,e,6,-5.8611646,29.648952,-246.07086,81.25305
1332,36,SPACE,4,-0.5797716,14.740364,-187.48474,101.5625
1333,10,k,8,-0.25930113,15.002033,-248.53516,33.943176
1334,13,n,3,0.10944804,2.455906,-31.059265,12.908936
1335,14,o,4,-0.028461676,4.1440578,-62.47711,21.713257
1336,22,w,3,0.3299077,6.8218355,-124.01581,41.06903
1337,13,n,10,-1.1707058,26.38963,-248.52753,203.85742
1338,36,SPACE,10,-1.3259507,12.511387,-248.97766,24.04785
1339,0,a,3,-0.6966371,12.931461,-186.00464,93.696594
1340,11,l,4,0.012857004,16.940723,-124.96185,133.01086
1341,11,l,6,-2.1807213,18.014471,-124.98474,113.40332
1342,36,SPACE,7,0.1807478,11.19965,-78.300476,128.4256
1343,14,o,6,-1.6554679,19.668087,-124.50409,157.50122
1344,13,n,3,1.3427277,10.269792,-67.44385,98.32764
1345,4,e,6,-2.0439124,19.250523,-242.08069,54.91638
1346,36,SPACE,4,-1.1050835,19.202917,-120.07904,140.85388
1347,6,g,3,-2.2664585,14.576668,-123.7793,30.700682
1348,17,r,6,-1.6615694,20.765055,-202.9419,101.5625
1349,4,e,5,-0.5822575,15.504177,-249.7406,85.98328
1350,0,a,10,0.5698845,24.66146,-249.48883,191.89453
1351,19,t,2,0.6498524,11.613211,-93.20068,97.717285
1352,36,SPACE,8,-1.3798927,16.277365,-124.41254,63.52997
1353,18,s,8,-1.4463166,21.811909,-248.87085,125.09155
1354,7,h,3,-0.3498896,19.823374,-233.5968,133.35419
1355,14,o,4,-1.6083976,17.29225,-249.67957,53.81775
1356,22,w,6,-0.4517868,20.273756,-244.11774,224.60938
1357,36,SPACE,2,-0.9242703,19.398375,-250.0,117.18749
1358,14,o,7,-4.804342,24.838299,-249.86267,105.95703
1359,13,n,2,-1.9470454,18.387405,-234.0393,188.49945
1360,11,l,8,-5.215709,25.69949,-249.87793,141.25824
1361,24,y,5,-0.96939737,12.372456,-195.26672,38.81836
1362,36,SPACE,6,-0.957778,19.88947,-249.54987,101.57013
1363,12,m,10,4.3006716,21.141666,-249.72534,124.069214
1364,0,a,4,-3.156158,23.54867,-249.90845,53.855896
1365,13,n,4,-1.0640634,20.300116,-249.23706,109.00878
1366,36,SPACE,9,0.2059664,16.021574,-124.51172,125.0
1367,22,w,2,0.774289,5.2002306,-10.925292,57.296753
1368,14,o,2,-0.5069507,17.09432,-230.46875,114.0747
1369,11,l,10,-5.547505,37.28476,-249.90845,143.15033
1370,3,d,10,-2.557576,19.702866,-249.51172,59.432983
1371,36,SPACE,4,-2.3345306,21.686417,-249.91608,188.5376
1372,11,l,10,-0.7504912,13.027821,-93.62793,66.52832
1373,14,o,6,0.06535333,7.4359,-62.347412,110.10742
1374,13,n,3,0.12384769,5.61268,-62.36267,47.546383
1375,6,g,5,-0.842052,14.32654,-187.33215,123.06976
1376,36,SPACE,7,0.5862022,14.598034,-120.94879,94.184875
1377,19,t,10,-4.5505924,33.049316,-250.0,187.53052
1378,0,a,10,1.0621122,25.21362,-248.81744,159.61456
1379,10,k,7,-3.202061,30.013739,-250.0,188.5376
1380,39,TAB,10,-0.33664003,17.003323,-125.0,138.67188
1381,37,ENTER,2,-0.697091,17.693188,-249.70245,125.97656
1382,1,b,10,-1.0006521,11.444384,-109.321594,78.97949
1383,19,t,10,2.261358,22.547777,-123.58093,127.22015
1384,38,BACKSPACE,10,-1.9727592,30.262224,-249.98474,218.75
1385,4,e,4,0.0908235,3.8548074,-30.258179,63.27057
1386,19,t,9,0.6278131,11.780117,-124.824524,70.617676
1387,22,w,4,0.52336884,5.185655,-30.11322,94.84863
1388,4,e,6,-3.8774374,26.953081,-242.17987,96.80175
1389,4,e,5,-1.429,29.270754,-249.72534,172.62268
1390,13,n,2,-0.8488362,14.331625,-218.25409,71.59424
1391,36,SPACE,7,-2.0433986,24.877258,-248.88611,219.36798
1392,19,t,3,-3.529016,22.154413,-248.51227,172.89734
1393,8,i,6,-2.1772075,23.851149,-247.9248,115.17333
1394,12,m,4,-0.085611045,15.604397,-124.02344,109.451294
1395,4,e,4,0.12138447,7.2761273,-93.177795,62.5
1396,36,SPACE,4,-1.5985439,21.60745,-233.82568,148.80371
1397,14,o,7,-1.0676454,18.2491,-233.88672,74.08142
1398,17,r,6,-0.27795613,12.776995,-249.96948,39.970398
1399,3,d,8,0.27988747,32.07908,-247.5586,143.5852
1400,4,e,6,-0.48498422,25.232243,-248.0011,115.41747
1401,17,r,4,-0.4412036,22.113018,-242.14172,219.73419
1402,36,SPACE,4,-2.73564,24.058125,-248.0011,113.70849
1403,14,o,6,1.0242068,18.420788,-249.67957,79.696655
1404,17,r,2,-1.6516395,12.931104,-124.4812,127.464294
1405,36,SPACE,4,-1.920492,28.39581,-249.71008,135.86426
1406,18,s,5,1.6343538,14.406329,-101.55487,121.47522
1407,19,t,6,-1.6619235,24.181915,-249.96948,128.1128
1408,0,a,4,1.1635225,12.463309,-122.97058,80.68085
1409,19,t,2,-0.98925865,18.560165,-249.98474,95.94726
1410,4,e,5,-3.6595058,24.437414,-187.43896,141.15143
1411,36,SPACE,4,-0.47577706,18.791752,-123.26813,220.70312
1412,0,a,2,0.406601,9.128269,-60.516357,125.97656
1413,13,n,6,0.948378,21.876755,-249.62616,98.32001
1414,3,d,2,-4.315971,32.350224,-249.56512,103.59955
1415,36,SPACE,4,-3.9522462,27.311432,-245.95642,125.98419
1416,18,s,5,2.3195565,13.110836,-89.56909,90.08789
1417,7,h,2,0.43612072,16.68994,-248.97766,221.20667
1418,14,o,7,-1.5364087,16.580706,-249.63379,128.14331
1419,20,u,6,-1.3787452,12.100946,-156.02875,160.44617
1420,11,l,6,-1.5499476,8.806141,-124.02344,26.878357
1421,3,d,2,-0.32743686,2.9303944,-31.234741,9.521484
1422,36,SPACE,6,-1.4984224,21.511913,-249.7406,219.23828
1423,8,i,4,0.1346189,8.156627,-92.64374,41.496277
1424,13,n,2,-0.17495112,7.0110474,-124.50409,52.337646
1425,2,c,3,-0.21848354,8.933869,-156.05927,118.04199
1426,17,r,10,0.1238393,27.15468,-248.40546,132.8125
1427,4,e,6,0.09270558,21.377604,-249.01581,236.53412
1428,0,a,10,-0.0014956717,25.166285,-218.544,127.05994
1429,18,s,8,-3.7826378,28.312181,-249.99237,120.666504
1430,4,e,9,-2.834678,31.976189,-250.0,204.59747
1431,36,SPACE,4,-0.78457433,15.748562,-120.69702,128.92151
1432,19,t,10,-2.6587899,19.837933,-124.99237,88.531494
1433,7,h,5,-2.4052644,26.173323,-228.7445,125.09155
1434,4,e,4,1.6322193,14.428561,-66.467285,155.18951
1435,17,r,4,0.010320838,30.52153,-249.51172,191.40625
1436,4,e,7,-2.1899774,38.51021,-249.61853,139.70947
1437,36,SPACE,3,-0.38993013,20.232342,-208.74023,141.28113
1438,19,t,3,-4.053257,23.66961,-236.32812,132.85828
1439,7,h,4,-0.9535961,15.846416,-124.84741,224.64752
1440,4,e,2,-0.24402358,12.3888,-248.30627,62.400818
1441,18,s,9,1.1816944,27.928007,-250.0,125.51117
1442,4,e,4,-0.72279376,17.609343,-198.91357,163.23853
1443,36,SPACE,1,-0.1996088,5.9703574,-109.2453,40.039062
1444,18,s,4,-1.6268431,17.815361,-124.95422,125.54931
1445,4,e,6,-0.7983737,20.112562,-249.99237,80.53589
1446,19,t,7,-3.4630353,33.754307,-249.93134,220.76416
1447,36,SPACE,4,-4.343081,29.30937,-247.43652,144.9585
1448,10,k,4,1.922017,13.990576,-76.416016,89.25629
1449,4,e,4,2.1476712,12.315194,-68.359375,99.76196
1450,4,e,4,-1.7169063,28.954119,-247.97058,234.5047
1451,15,p,2,0.98000413,15.654759,-185.17303,236.35101
1452,36,SPACE,7,-1.6646203,13.880391,-175.66681,58.33435
1453,18,s,10,-1.1646736,15.000209,-249.95422,32.096863
1454,24,y,4,-0.65584636,23.563427,-244.1101,125.13733
1455,18,s,3,-0.8738486,16.67688,-249.9237,156.25
1456,19,t,4,-2.9766243,24.305376,-249.95422,91.55273
1457,4,e,4,-0.51051426,20.635645,-249.48883,125.0
1458,12,m,4,-2.8315632,27.966982,-248.00873,156.0669
1459,36,SPACE,8,-1.1139607,12.503447,-124.99237,61.164856
1460,7,h,5,-0.67908067,15.666049,-139.77051,236.45782
1461,14,o,8,1.3051523,10.606475,-61.454773,160.31647
1462,3,d,6,-1.3325506,17.10128,-250.0,218.75
1463,38,BACKSPACE,10,-0.4284146,24.324902,-249.75586,242.20276
1464,11,l,7,-0.15587513,5.692384,-46.875,109.375
1465,3,d,3,-0.38980478,15.424005,-250.0,236.32812
1466,36,SPACE,10,-1.0911486,23.873922,-245.72754,108.215324
1467,2,c,10,-2.8422985,20.942259,-250.0,144.67621
1468,14,o,2,-1.1939995,13.575224,-124.96948,78.063965
1469,13,n,5,1.366628,13.410962,-124.61853,105.26276
1470,18,s,2,1.5061693,10.691551,-38.635254,96.63391
1471,8,i,4,-0.6006336,21.74031,-201.14899,125.732414
1472,3,d,4,-2.8128295,21.14934,-249.75586,86.66229
1473,4,e,5,-0.32595274,24.45486,-249.96185,132.38525
1474,17,r,6,-4.4723177,29.91488,-250.0,80.60455
1475,36,SPACE,2,-0.09325889,12.715035,-124.46594,125.04578
1476,0,a,10,-2.5434875,21.207941,-183.47168,94.49005
1477,6,g,3,-0.049688227,14.682577,-124.95422,132.08008
1478,0,a,5,-1.3846492,17.671286,-226.54724,43.411255
1479,8,i,4,-0.19069576,20.390947,-156.12793,126.17493
1480,13,n,4,-0.7141673,10.497538,-123.02399,44.189453
1481,18,s,4,0.3840763,10.628575,-124.96948,156.37207
1482,19,t,6,-3.6836827,29.985094,-246.04797,171.875
1483,36,SPACE,7,-3.8890426,26.990376,-250.0,128.99017
1484,22,w,10,1.7846725,14.412504,-122.00928,71.746826
1485,7,h,3,0.5264877,22.368069,-124.38965,161.01073
1486,4,e,4,-4.198901,27.638016,-249.9237,174.16382
1487,13,n,2,-2.1507733,25.809376,-249.7406,147.94922
1488,36,SPACE,7,1.4443177,15.15644,-119.140625,218.99414
1489,22,w,4,1.2123697,6.6454782,-26.977537,55.915833
1490,0,a,8,-0.08154928,26.12891,-250.0,205.29175
1491,13,n,4,-1.8236138,23.522255,-233.36792,110.473625
1492,19,t,7,-8.748472,40.176678,-250.0,109.954834
1493,36,SPACE,4,-2.1156127,20.903454,-246.07086,120.91064
1494,14,o,4,0.7685991,13.701114,-108.15429,121.74225
1495,21,v,4,0.5901453,10.978198,-115.84472,105.34668
1496,4,e,5,-1.5764607,31.093643,-248.99292,140.35797
1497,17,r,6,-1.5494671,34.02093,-248.02399,214.84375
1498,36,SPACE,4,-1.113609,20.95785,-245.60547,126.52588
1499,22,w,5,1.562573,13.785898,-92.76581,112.54883
1500,7,h,4,-0.7494521,24.252405,-250.0,222.65625
1501,4,e,2,-2.372177,18.020916,-249.51172,36.720276
1502,13,n,3,-1.6084785,17.35349,-223.38867,126.83105
1503,36,SPACE,7,0.0436308,11.805378,-113.25073,85.85358
1504,18,s,7,-0.35902503,21.370195,-245.15533,160.27832
1505,12,m,6,-1.0348089,21.017164,-216.78162,133.80432
1506,4,e,5,-1.2107137,16.560596,-179.66461,73.69995
1507,36,SPACE,4,-1.958183,21.51598,-242.1112,157.22656
1508,8,i,6,0.45337963,8.776955,-56.03027,56.289673
1509,5,f,2,-0.07390686,8.469164,-42.633057,187.6831
1510,36,SPACE,3,-1.9343576,19.533443,-246.09375,98.57177
1511,8,i,5,0.54544485,11.998037,-61.401367,218.75
1512,13,n,3,-0.9102835,11.809735,-250.0,63.12561
1513,36,SPACE,6,0.44161925,5.9137673,-31.211853,125.24414
1514,11,l,5,-0.52647847,5.8535,-62.5,27.34375
1515,4,e,4,-0.72995585,8.00349,-123.0011,36.010742
1516,0,a,8,-1.2538393,22.080694,-210.4187,125.74005
1517,3,d,4,-3.8486712,24.738098,-249.8169,50.79651
1518,36,SPACE,5,-0.25120986,18.722195,-249.32861,187.59155
1519,1,b,5,-1.5956575,14.679363,-247.52045,31.288147
1520,20,u,4,-1.4530168,14.964465,-250.0,26.603699
1521,19,t,6,-3.6978495,20.987812,-233.69598,55.78613
1522,36,SPACE,4,-0.99140906,14.979608,-124.49646,130.90515
1523,15,p,7,1.2625431,12.381267,-99.37286,95.22247
1524,11,l,2,0.32752088,7.3940835,-122.802734,65.49072
1525,0,a,4,0.046950158,11.465052,-250.0,37.132263
1526,24,y,4,-1.3370845,16.442146,-186.47003,78.186035
1527,36,SPACE,7,-1.0717887,20.545464,-249.93134,86.69281
1528,12,m,6,-0.3554622,6.43547,-124.84741,16.319275
1529,14,o,4,0.098751105,1.459193,-19.28711,9.506226
1530,18,s,2,0.12758946,4.2408776,-53.15399,39.985657
1531,19,t,7,-6.2560954,39.126842,-248.52753,128.92914
1532,36,SPACE,2,-1.7840604,20.442734,-249.47357,113.09814
1533,19,t,6,-0.17745519,16.768824,-109.36737,155.81512
1534,7,h,2,-0.61222523,8.493762,-117.10358,52.6123
1535,8,i,5,-0.865897,12.794004,-249.23706,38.5437
1536,13,n,4,0.1750153,4.5078135,-41.748043,26.0849
1537,10,k,6,0.20256047,2.5549161,-39.016724,16.830444
1538,36,SPACE,4,-0.27446738,9.000897,-159.17206,29.945374
1539,3,d,7,0.7144141,15.025096,-123.61145,183.83789
1540,14,o,2,-0.90804136,14.335559,-187.28638,86.24267
1541,22,w,6,2.623742,15.841975,-62.01172,109.86328
1542,13,n,2,0.34854835,13.056246,-124.6109,114.14337
1543,36,SPACE,7,-1.7178322,17.604519,-229.393,195.43457
1544,12,m,6,-0.34122998,5.779233,-31.24237,64.575195
1545,20,u,4,-0.5251473,8.806189,-125.0,22.209167
1546,18,s,4,-1.1539443,12.61254,-230.44586,27.648924
1547,19,t,6,-3.1595738,29.332397,-250.0,187.58392
1548,36,SPACE,5,-3.4631822,27.034864,-248.71826,142.02881
1549,2,c,4,0.5432296,12.375706,-114.95972,102.17285
1550,0,a,7,0.60171896,22.142187,-249.99237,89.25629
1551,11,l,2,1.9493756,17.331505,-92.65137,171.89026
1552,11,l,6,-2.2575738,19.32218,-124.75586,69.58771
1553,36,SPACE,7,-0.303032,5.7621665,-38.55133,41.801453
1554,0,a,6,-1.9180638,19.382006,-226.50146,34.39331
1555,6,g,2,0.80638075,14.279196,-85.6781,174.8352
1556,0,a,5,1.3147484,19.344826,-123.046875,192.47437
1557,8,i,3,-1.249487,17.836172,-250.0,66.970825
1558,13,n,5,-1.49692,14.76198,-124.83215,93.75
1559,18,s,10,-2.5271757,30.710995,-249.97711,219.24591
1560,19,t,10,-4.7454333,34.52387,-249.98474,201.73645
1561,36,SPACE,6,-2.8749764,26.26105,-218.70422,142.02881
1562,13,n,7,1.0962601,22.011497,-246.07849,204.87976
1563,4,e,2,0.97777504,9.251723,-54.55017,104.92706
1564,22,w,4,-1.977712,25.57461,-249.75586,107.36083
1565,36,SPACE,4,1.0918088,18.07731,-218.48297,127.41852
1566,7,h,6,-4.673758,26.77111,-247.7951,144.04297
1567,8,i,7,-3.122116,24.380941,-249.9466,125.48828
1568,6,g,10,-1.176735,17.596216,-249.99237,62.89673
1569,7,h,2,-0.21949814,5.3352933,-109.32922,23.620605
1570,36,SPACE,10,-0.07990991,15.833069,-248.04688,50.52948
1571,12,m,10,-1.8987412,16.53075,-124.87793,209.32007
1572,14,o,5,-2.7088518,19.846394,-248.99292,101.867676
1573,21,v,4,0.16800092,15.463998,-216.69006,69.732666
1574,36,SPACE,10,0.24795116,18.845533,-249.99237,208.25195
1575,38,BACKSPACE,10,-0.8154788,16.011168,-154.28925,156.48651
1576,4,e,10,-1.0957655,21.578602,-249.99237,234.375
1577,36,SPACE,3,-1.454188,19.795065,-247.45941,128.05176
1578,1,b,8,-0.9308963,12.714675,-245.84961,55.664062
1579,4,e,6,0.31253082,5.8998713,-62.423706,48.828125
1580,7,h,2,-0.68241143,16.002756,-123.672485,129.2572
1581,38,BACKSPACE,10,-1.238942,16.132925,-241.94336,54.93164
1582,6,g,2,-0.39369,8.72952,-62.37793,125.15259
1583,8,i,4,-0.04685149,15.306548,-124.809265,197.26562
1584,13,n,7,-1.0729843,17.352613,-249.74823,115.59296
1585,36,SPACE,6,-0.08312554,13.67706,-248.97766,55.664062
1586,5,f,10,-3.465159,22.962795,-249.02344,46.417236
1587,8,i,4,1.7166026,20.173906,-212.89062,203.37677
1588,13,n,2,-1.9578297,15.1050825,-202.90375,48.950195
1589,3,d,5,-0.7764166,16.889484,-248.95477,128.17383
1590,36,SPACE,6,-2.2160058,23.45718,-249.75586,111.02294
1591,15,p,4,0.25975838,7.8764954,-111.13739,60.21881
1592,11,l,4,0.0033346403,6.6274805,-124.98474,18.737793
1593,0,a,5,1.0138326,9.87906,-121.0022,114.601135
1594,13,n,3,-0.9975137,17.633139,-240.15808,97.04589
1595,36,SPACE,7,-0.15844041,10.730121,-62.01172,58.59375
1596,4,e,8,-1.5648972,25.621658,-249.99237,125.24414
1597,4,e,6,-0.9180406,25.330416,-187.3169,228.77502
1598,12,m,1,0.6086999,7.891476,-48.95019,101.5625
1599,36,SPACE,8,-3.348013,24.755724,-249.01581,134.80377
1600,15,p,7,-1.6414816,11.979754,-124.938965,93.76526
1601,20,u,4,-2.7604253,15.804553,-238.28125,23.81134
1602,1,b,6,-1.5197706,19.294214,-240.59296,157.63855
1603,8,i,10,0.6687328,22.037834,-229.96521,125.02289
1604,38,BACKSPACE,10,-2.5194547,18.807035,-246.07086,117.1875
1605,11,l,9,-1.0455648,11.669328,-249.02344,9.887695
1606,8,i,8,-0.612874,7.1131163,-124.95422,34.179688
1607,2,c,5,-0.030072207,10.195609,-62.446594,218.81104
1608,36,SPACE,4,0.03347207,8.314459,-124.85504,64.51416
1609,7,h,9,1.1780398,7.485343,-89.668274,30.006409
1610,4,e,4,0.09537007,7.1701293,-93.09387,65.67383
1611,17,r,2,-1.1788746,15.287027,-124.98474,125.33569
1612,4,e,8,-2.5987961,36.900517,-249.84741,146.3089
1613,36,SPACE,3,0.9378633,10.729425,-124.60327,80.32226
1614,22,w,4,-0.3977029,18.239653,-249.60327,93.64319
1615,0,a,6,0.010003998,19.92939,-232.72705,125.00763
1616,13,n,4,-0.5974063,14.145146,-194.93103,60.54687
1617,19,t,5,-6.5181317,38.619663,-245.05615,204.36096
1618,36,SPACE,4,-1.4580138,22.570314,-249.89319,218.78815
1619,0,a,6,1.873015,19.473906,-249.96948,118.90411
1620,5,f,6,-1.3556386,20.655594,-183.33435,156.25763
1621,19,t,10,-3.6075242,31.986347,-250.0,156.37207
1622,4,e,9,-1.4010192,33.410038,-249.95422,113.03711
1623,17,r,4,-0.75578374,22.988014,-249.88556,129.15039
1624,36,SPACE,4,-3.4359992,23.49135,-233.36792,125.076294
1625,19,t,7,-2.8560858,25.602057,-242.03491,89.84375
1626,7,h,2,-1.2224517,18.944574,-241.80603,150.45166
1627,8,i,6,0.67170125,13.615605,-79.22363,97.64862
1628,13,n,4,-0.1467055,7.9081783,-171.86737,25.260925
1629,10,k,7,-1.7245221,18.01596,-249.90082,39.909363
1630,36,SPACE,6,-0.99888164,11.46381,-124.99237,194.7174
1631,19,t,10,-0.8960896,9.655402,-156.22711,14.526366
1632,7,h,5,-0.3828353,6.288561,-93.185425,26.06201
1633,4,e,4,0.089634165,11.764184,-117.1875,91.46118
1634,36,SPACE,4,0.3117107,11.680647,-62.47711,74.546814
1635,12,m,7,-0.73440766,15.418524,-226.5625,59.883118
1636,8,i,4,-3.206014,16.491257,-218.4906,66.13922
1637,6,g,2,-0.8743933,11.933432,-250.0,73.913574
1638,7,h,7,-1.6858611,20.54491,-249.82452,64.079285
1639,19,t,2,1.0013314,8.241445,-43.884274,95.047
1640,36,SPACE,4,-2.3461442,20.645664,-249.80164,65.42969
1641,0,a,4,1.412203,13.658072,-61.431885,222.7478
1642,11,l,4,1.286765,11.273085,-61.950684,127.11334
1643,11,l,5,-1.0789102,12.661385,-124.97711,62.5
1644,36,SPACE,5,-0.05739799,9.299601,-62.5,172.16492
1645,0,a,5,-0.35783613,9.789083,-124.75586,42.182922
1646,6,g,9,-3.1698163,28.287241,-249.99237,115.02838
1647,0,a,8,-1.6946963,33.200283,-250.0,158.81348
1648,8,i,2,0.88211626,15.056917,-120.72754,113.853455
1649,13,n,2,-1.1645913,16.429943,-218.49823,203.65906
1650,18,s,10,-1.4632146,23.472977,-250.0,145.95032
1651,19,t,6,-1.9505415,23.569431,-244.4458,218.75763
1652,36,SPACE,7,-3.8678772,32.425175,-249.87793,143.79883
1653,14,o,10,0.0002556235,23.353403,-217.98706,126.98364
1654,17,r,7,-1.64646,19.604235,-201.08032,158.78296
1655,3,d,6,-1.0939064,17.640282,-124.40491,89.767456
1656,4,e,7,0.2858893,15.559564,-171.875,65.711975
1657,17,r,5,-3.2645242,27.787012,-239.71558,91.09497
1658,36,SPACE,4,-1.6981891,27.785501,-249.4278,155.9372
1659,1,b,8,1.335805,12.735671,-59.81445,236.83167
1660,2,c,9,-2.2174454,28.1518,-249.98474,106.201164
1661,0,a,6,0.69606507,25.495317,-186.2793,203.76587
1662,18,s,9,-0.72630835,27.890553,-249.96948,143.43262
1663,4,e,6,-1.0237435,21.206345,-124.73297,141.11328
1664,36,SPACE,10,-2.186777,19.886213,-124.97711,140.07568
1665,14,o,7,-0.75396544,7.483735,-105.46112,48.828125
1666,13,n,4,0.020954238,2.0828376,-23.170471,31.37207
1667,4,e,2,-0.21730861,5.748488,-122.75696,23.68164
1668,36,SPACE,7,-1.5708631,22.190306,-249.02344,234.47418
1669,11,l,6,-0.6669948,8.246654,-93.75,62.98828
1670,4,e,2,0.029628508,4.419675,-29.60205,93.75
1671,0,a,8,-0.726006,32.34743,-248.03162,130.98145
1672,21,v,4,0.3860515,16.605732,-167.96112,125.03052
1673,4,e,3,-2.6414647,20.83042,-249.91608,64.28528
1674,36,SPACE,4,-0.64460117,22.005754,-249.87793,140.625
1675,22,w,2,0.91909003,8.916279,-80.01709,72.86835
1676,4,e,6,-1.6605128,28.293974,-233.64258,104.09546
1677,11,l,3,-2.4511437,21.552149,-247.68066,108.39843
1678,11,l,4,-0.14226261,14.009818,-119.85779,87.272644
1679,36,SPACE,6,-5.4302583,25.538244,-247.84088,41.46576
1680,24,y,4,-4.1096315,22.690899,-247.98584,54.62646
1681,14,o,2,-1.442674,19.016064,-250.0,90.51513
1682,20,u,6,1.5649817,17.704687,-210.9375,144.57703
1683,36,SPACE,7,1.860787,13.802041,-217.20886,65.36865
1684,11,l,8,-0.4691848,12.309401,-124.73297,109.52759
1685,0,a,4,-1.0359118,20.605785,-226.42517,218.75
1686,19,t,9,-4.136685,40.10974,-249.98474,222.93091
1687,4,e,6,-1.7182397,22.253849,-171.63086,176.81883
1688,36,SPACE,4,2.5263238,20.241653,-124.01581,138.61084
1689,18,s,6,-3.1751916,24.12468,-239.43329,76.805115
1690,14,o,3,1.4402341,12.630619,-91.537476,99.739075
1691,36,SPACE,6,-6.8213134,36.319115,-249.98474,115.55481
1692,7,h,5,-0.71304655,10.99855,-124.97711,70.98389
1693,4,e,4,0.41186342,17.119225,-122.276306,142.82227
1694,18,s,8,-1.8189073,32.528305,-249.87793,157.74536
1695,4,e,2,-0.64813125,15.676684,-221.55762,82.23724
1696,36,SPACE,2,-1.3743315,19.563265,-246.04797,86.83014
1697,7,h,6,-2.4774466,31.087976,-244.85779,234.375
1698,8,i,10,-1.1074871,16.273434,-238.15918,96.61865
1699,6,g,4,-0.38385782,12.437092,-249.77112,126.00708
1700,7,h,4,-2.1897998,24.950998,-246.8872,148.68164
1701,36,SPACE,7,1.9506327,14.764017,-212.72278,74.783325
1702,18,s,4,0.022085313,15.206392,-232.3227,78.125
1703,7,h,1,-0.1367056,9.53136,-124.90845,138.93127
1704,14,o,7,-1.4495959,16.1405,-201.62964,148.4375
1705,20,u,7,-2.756192,17.95458,-250.0,63.537598
1706,11,l,6,-0.41770542,11.522486,-171.37146,127.471924
1707,3,d,2,-0.34394318,9.454521,-223.98376,14.671326
1708,36,SPACE,2,-1.304016,20.104773,-249.41254,125.0
1709,20,u,7,-0.08263529,17.437323,-244.07959,100.46386
1710,18,s,2,-0.99724793,12.382903,-247.9477,25.398254
1711,4,e,6,-2.3779192,20.479496,-234.09271,97.78595
1712,36,SPACE,2,-0.88621074,13.843326,-176.25427,72.91412
1713,11,l,6,-0.4621944,22.561018,-232.2998,193.38226
1714,14,o,5,-0.90886056,16.0236,-217.76581,222.65625
1715,13,n,4,-1.191788,12.341385,-187.47711,64.41498
1716,6,g,2,-1.0581896,11.715401,-218.71948,93.75
1717,36,SPACE,4,-1.4330211,17.901583,-185.78339,125.0
1718,1,b,6,0.9642113,12.104098,-83.95386,94.74182
1719,20,u,5,-0.9944566,12.955969,-124.47357,192.03949
1720,19,t,4,-2.1161525,14.999839,-243.12592,48.889156
1721,36,SPACE,4,-0.6309696,14.971154,-120.68939,104.919426
1722,12,m,7,-0.12569945,15.606901,-250.0,67.89398
1723,8,i,4,-0.110081196,6.093203,-93.50586,30.273438
1724,6,g,3,-2.4772327,16.32571,-234.375,47.85156
1725,7,h,5,-0.03859878,11.915855,-168.88428,68.78662
1726,19,t,5,-1.6492844,17.194223,-250.0,73.05908
1727,36,SPACE,4,-0.42746243,10.032466,-124.79401,86.91406
1728,22,w,4,1.8396772,16.4571,-124.4812,151.19171
1729,4,e,6,-1.2446867,31.9619,-250.0,156.29578
1730,11,l,2,-1.3153293,20.88384,-247.07031,125.610344
1731,11,l,5,0.268784,16.779194,-114.501945,207.67212
1732,36,SPACE,6,-3.9311478,17.65763,-185.51636,32.417297
1733,19,t,4,-1.6348168,11.992757,-124.96948,68.37463
1734,14,o,2,-0.95534533,17.849566,-212.70752,98.510735
1735,14,o,5,0.19158813,14.209828,-91.30859,125.0
1736,36,SPACE,6,1.2416582,18.228025,-124.99237,126.205444
1737,18,s,4,1.6719574,9.546804,-31.98242,87.1582
1738,19,t,6,-1.9327662,30.254879,-249.51172,168.5257
1739,0,a,5,1.7960044,14.952791,-117.14935,88.95874
1740,19,t,2,-0.78185683,17.677473,-242.55371,102.539055
1741,4,e,5,-3.9048154,27.932861,-249.60327,98.54889
1742,36,SPACE,3,-2.7401392,25.119303,-245.59784,104.85839
1743,19,t,7,-7.9432235,34.49364,-249.96948,167.12952
1744,38,BACKSPACE,10,-0.9833914,18.337757,-198.62366,96.67206
1745,5,f,2,-0.31793842,11.755342,-187.37793,130.85938
1746,0,a,8,3.0673368,24.626402,-205.94788,129.62341
1747,21,v,7,-3.8507311,28.559153,-247.52045,220.4895
1748,38,BACKSPACE,10,-2.570613,27.17368,-246.09375,96.37451
1749,2,c,7,-1.5135409,12.639246,-177.74963,33.691406
1750,19,t,8,0.49746558,29.973587,-249.84741,187.6297
1751,36,SPACE,7,-2.8656628,27.653362,-249.78638,117.00439
1752,22,w,5,-0.49105886,20.242739,-218.26172,151.95465
1753,0,a,9,3.7374053,33.901985,-230.43823,214.1037
1754,13,n,4,-3.95251,29.397377,-250.0,112.121574
1755,19,t,4,-5.267238,36.562546,-249.90082,219.3222
1756,36,SPACE,6,-1.5561876,23.497324,-241.94336,111.8164
1757,7,h,4,-1.2856848,15.958229,-230.46112,83.251945
1758,4,e,4,2.0883994,15.114384,-61.49292,140.89966
